BLZ;name;city;shortName;BIC
16061938;Raiffeisenbank Ostprignitz-Ruppin;Neuruppin;Raiffeisenbank Ostpr-Ruppin;GENODEF1NPP
16062008;VR-Bank Fläming;Luckenwalde;VR-Bank Fläming;GENODEF1LUK
16062073;Brandenburger Bank;Brandenburg an der Havel;Brandenburger Bank;GENODEF1BRB
16080000;Commerzbank vormals Dresdner Bank;Potsdam;Commerzbank Potsdam;DRESDEFF160
16091994;Volksbank Rathenow;Rathenow;Volksbank Rathenow;GENODEF1RN1
17020086;UniCredit Bank - HypoVereinsbank;Frankfurt (Oder);UniCredit Bank-HypoVereinbk;HYVEDEMM471
17040000;Commerzbank;Frankfurt (Oder);Commerzbank Frankfurt Oder;COBADEFFXXX
17052000;Sparkasse Barnim;Eberswalde;Sparkasse Barnim Eberswalde;WELADED1GZE
17052302;Stadtsparkasse Schwedt;Schwedt /Oder;St Spk Schwedt;WELADED1UMX
17054040;Sparkasse Märkisch-Oderland;Strausberg;Spk Märkisch-Oderland;WELADED1MOL
17055050;Sparkasse Oder-Spree;Frankfurt (Oder);Sparkasse Oder-Spree;WELADED1LOS
17056060;Sparkasse Uckermark;Prenzlau;Spk Uckermark Prenzlau;WELADED1UMP
17062428;Raiffeisenbank-Volksbank Oder-Spree;Beeskow;Raiff-VB Oder-Spree Beeskow;GENODEF1BKW
17080000;Commerzbank vormals Dresdner Bank;Frankfurt (Oder);Commerzbank Frankfurt, O;DRESDEFF170
17092404;VR Bank Fürstenwalde Seelow Wriezen;Fürstenwalde /Spree;VR Bank Fürstenwalde;GENODEF1FW1
18020086;UniCredit Bank - HypoVereinsbank;Cottbus;UniCredit Bank-HypoVereinbk;HYVEDEMM472
18040000;Commerzbank;Cottbus;Commerzbank Cottbus;COBADEFFXXX
18050000;Sparkasse Spree-Neiße;Cottbus;Sparkasse Spree-Neiße;WELADED1CBN
18051000;Sparkasse Elbe-Elster;Finsterwalde;Sparkasse Elbe-Elster;WELADED1EES
18055000;Sparkasse Niederlausitz;Senftenberg, NL;Sparkasse Niederlausitz;WELADED1OSL
18062678;VR Bank Lausitz;Cottbus;VR Bank Lausitz;GENODEF1FWA
18062758;VR Bank Forst;Forst (Lausitz);VR Bank Forst;GENODEF1FOR
18080000;Commerzbank vormals Dresdner Bank;Cottbus;Commerzbank Cottbus;DRESDEFF180
18092684;Spreewaldbank;Lübben (Spreewald);Spreewaldbank Lübben;GENODEF1LN1
18092744;Volksbank Spree-Neiße;Spremberg, NL;Volksbank Spree-Neiße;GENODEF1SPM
20000000;Bundesbank;Hamburg;BBk Hamburg;MARKDEF1200
20010020;Postbank (Giro);Hamburg;Postbank -Giro- Hamburg;PBNKDEFFXXX
20010111;SEB;Hamburg;SEB Hamburg;ESSEDE5F200
20010111;SEB;Norderstedt;SEB Norderstedt;ESSEDE5F201
20010424;Aareal Bank;Hamburg;Aareal Bank;AARBDE5W200
20020200;SEB Merchant Bank Hamburg;Hamburg;SEB Merchant Bank Hamburg;ESSEDEFFHAM
20020500;Jyske Bank Fil Hamburg;Hamburg;Jyske Bank Hamburg;JYBADEHHXXX
20020900;Signal Iduna Bauspar;Hamburg;Signal Iduna Bauspar;SIBSDEHHXXX
20030000;UniCredit Bank - HypoVereinsbank;Hamburg;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Reinbek;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Wedel;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Bargteheide;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Ahrensburg;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Norderstedt;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Bad Oldesloe;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Geesthacht;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Halstenbek, Holst;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Pinneberg;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Quickborn, Kr Pinneberg;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Schwarzenbek;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Magdeburg;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Rostock;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Schwerin, Meckl;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Wismar, Meckl;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Stralsund;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Greifswald, Hansestadt;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Güstrow;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Stendal;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Halberstadt;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Osnabrück;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Uelzen, Lüneburger Heide;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Neubrandenburg, Meckl;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Schönebeck (Elbe);UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Seevetal;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Neu Wulmstorf, Niederelbe;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Rotenburg (Wümme);UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Buchholz in der Nordheide;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Stelle, Kr Harburg;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Jork, Niederelbe;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Zeven;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Kronshagen;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Heikendorf;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Schönberg (Holstein);UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Bad Segeberg;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Kaltenkirchen, Holst;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Büdelsdorf;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Nortorf b Neumünster;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Schacht-Audorf;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Harrislee;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Bredstedt;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Friedrichstadt, Eider;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Uetersen;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Barmstedt;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Hohenlockstedt;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Otterndorf, Niederelbe;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Cadenberge;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Buxtehude;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Stade, Niederelbe;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Winsen (Luhe);UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Kiel;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Eckernförde;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Preetz, Holst;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Schönkirchen, Holst;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Eutin;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Neumünster, Holst;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Bad Bramstedt;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Rendsburg;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Flensburg;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Schleswig;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Kappeln, Schlei;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Süderbrarup;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Husum, Nordsee;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Garding;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Niebüll;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Tönning;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Sylt;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Wyk auf Föhr;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Heide, Holst;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Brunsbüttel;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Büsum;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Marne, Holst;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Meldorf;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Wesselburen;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Elmshorn;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Itzehoe;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Glückstadt;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Kellinghusen;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Wilster;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Lübeck;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Lüneburg;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Cuxhaven;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Hannover;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Hameln;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Celle;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Hildesheim;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Göttingen, Niedersachs;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Braunschweig;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;Sankt Peter-Ording;UniCredit Bank-HypoVereinbk;HYVEDEMM300
20030133;Varengold Bank;Hamburg;Varengold Bank;VGAGDEHHXXX
20030300;DONNER & REUSCHEL;Hamburg;DONNER & REUSCHEL;CHDBDEHHXXX
20030400;Marcard, Stein & Co Bankiers;Hamburg;Marcardbank Hamburg;MCRDDEHHXXX
20030600;Sydbank Fil Hamburg;Hamburg;Sydbank Hamburg;SYBKDE22HAM
20030700;Merck Finck & Co;Hamburg;Merck Finck & Co Hamburg;MEFIDEMM200
20030900;Bankhaus Wölbern & Co;Hamburg;Wölbernbank Hamburg;WOELDEHHXXX
20040000;Commerzbank;Hamburg;Commerzbank Hamburg;COBADEHHXXX
20040020;Commerzbank, CC SP;Hamburg;Commerzbank CC SP, Hamburg;COBADEFFXXX
20040040;Commerzbank GF RME;Hamburg;Commerzbank GF RME, Hamburg;COBADEFFXXX
20040048;Commerzbank GF-H48;Hamburg;Commerzbank HBG GF-H48;COBADEFFXXX
20040050;Commerzbank GF COC;Hamburg;Commerzbank GF COC;COBADEFFXXX
20040060;Commerzbank Gf 260;Hamburg;Commerzbank Gf 260 Hamburg;COBADEFFXXX
20040061;Commerzbank Gf 261;Hamburg;Commerzbank Gf 261 Hamburg;COBADEFFXXX
20040062;Commerzbank CC;Hamburg;Commerzbank CC Hamburg;COBADEFFXXX
20040063;Commerzbank CC;Hamburg;Commerzbank CC Hamburg;COBADEFFXXX
20041111;comdirect bank;Quickborn, Kr Pinneberg;comdirect bank Quickborn;COBADEHDXXX
20041133;comdirect bank;Quickborn, Kr Pinneberg;comdirect bank Quickborn;COBADEHD001
20041144;comdirect bank;Quickborn, Kr Pinneberg;comdirect bank Quickborn;COBADEHD044
20041155;comdirect bank;Quickborn, Kr Pinneberg;comdirect bank;COBADEHD055
20050000;HSH Nordbank Hamburg;Hamburg;HSH Nordbank Hamburg;HSHNDEHH200
20050550;Hamburger Sparkasse;Hamburg;Haspa Hamburg;HASPDEHHXXX
20050550;Hamburger Sparkasse;Ahrensburg;Haspa Ahrensburg;HASPDEHH200
20050550;Hamburger Sparkasse;Norderstedt;Haspa Norderstedt;HASPDEHH201
20060000;DZ BANK;Hamburg;DZ BANK;GENODEFF200
20069111;Norderstedter Bank;Norderstedt;Norderstedter Bank;GENODEF1NDR
20069125;Kaltenkirchener Bank;Kaltenkirchen, Holst;Kaltenkirchener Bank;GENODEF1KLK
20069130;Raiffeisenbank;Bad Bramstedt;Raiffbk;GENODEF1BBR
20069144;Raiffeisenbank;Seestermühe;Raiffeisenbank Seestermühe;GENODEF1SST
20069177;Raiffeisenbank Südstormarn Mölln;Mölln, Kr Hzgt Lauenb;Raiffbk Südstormarn Mölln;GENODEF1GRS
20069232;Raiffeisenbank;Struvenhütten;Raiffbk Struvenhütten;GENODEF1STV
20069641;Raiffeisenbank Owschlag;Owschlag;Raiffeisenbank Owschlag;GENODEF1OWS
20069780;Volksbank Ahlerstedt;Ahlerstedt;Volksbank Ahlerstedt;GENODEF1AST
20069782;Volksbank Geest;Apensen;Volksbank Geest;GENODEF1APE
20069786;Volksbank Kehdingen Zndl. der Ostfriesischen Volksbank;Drochtersen;VB Kehdingen;GENODEF1DRO
20069800;Spar- und Kreditbank;Hammah, Niederelbe;Spar- und Kreditbank Hammah;GENODEF1HAA
20069812;Volksbank Fredenbeck-Oldendorf;Fredenbeck;VB Fredenbeck-Oldendorf;GENODEF1FRB
20069861;Raiffeisenbank;Ratzeburg;Raiffeisenbank Ratzeburg;GENODEF1RRZ
20069965;Volksbank Winsener Marsch;Marschacht;VB Winsener Marsch;GENODEF1WIM
20069989;Volksbank Wulfsen;Wulfsen;Volksbank Wulfsen;GENODEF1WUL
20070000;Deutsche Bank;Hamburg;Deutsche Bank Hamburg;DEUTDEHHXXX
20070000;Deutsche Bank;Geesthacht;Deutsche Bank Geesthacht;DEUTDEHH205
20070000;Deutsche Bank;Norderstedt;Deutsche Bank Norderstedt;DEUTDEHH202
20070000;Deutsche Bank;Buchholz in der Nordheide;Deutsche Bank Buchholz;DEUTDEHH207
20070000;Deutsche Bank;Brunsbüttel;Deutsche Bank Brunsbüttel;DEUTDEHH219
20070000;Deutsche Bank;Elmshorn;Deutsche Bank Elmshorn;DEUTDEHH221
20070000;Deutsche Bank;Cuxhaven;Deutsche Bank Cuxhaven;DEUTDEHH241
20070000;Deutsche Bank;Ahrensburg;Deutsche Bank Ahrensburg;DEUTDEHH201
20070000;Deutsche Bank;Itzehoe;Deutsche Bank Itzehoe;DEUTDEHH200
20070000;Deutsche Bank;Lauenburg, Elbe;Deutsche Bank Lauenburg;DEUTDEHH203
20070000;Deutsche Bank;Stade, Niederelbe;Deutsche Bank Stade;DEUTDEHH209
20070000;Deutsche Bank;Pinneberg;Deutsche Bank Pinneberg;DEUTDEHH206
20070000;Deutsche Bank;Wedel;Deutsche Bank Wedel Holst;DEUTDEHH204
20070000;Deutsche Bank;Buxtehude;Deutsche Bank Buxtehude;DEUTDEHH211
20070000;Deutsche Bank;Reinbek;Deutsche Bank Reinbek;DEUTDEHH213
20070024;Deutsche Bank Privat und Geschäftskunden;Hamburg;Deutsche Bank PGK Hamburg;DEUTDEDBHAM
20070024;Deutsche Bank Privat und Geschäftskunden;Ahrensburg;Deutsche Bank PGK Ahrensbur;DEUTDEDB201
20070024;Deutsche Bank Privat und Geschäftskunden;Brunsbüttel;Deutsche Bank PGK Brunsbütt;DEUTDEDB219
20070024;Deutsche Bank Privat und Geschäftskunden;Buchholz in der Nordheide;Deutsche Bank PGK Buchholz;DEUTDEDB207
20070024;Deutsche Bank Privat und Geschäftskunden;Buxtehude;Deutsche Bank PGK Buxtehude;DEUTDEDB211
20070024;Deutsche Bank Privat und Geschäftskunden;Cuxhaven;Deutsche Bank PGK Cuxhaven;DEUTDEDB241
20070024;Deutsche Bank Privat und Geschäftskunden;Elmshorn;Deutsche Bank PGK Elmshorn;DEUTDEDB221
20070024;Deutsche Bank Privat und Geschäftskunden;Geesthacht;Deutsche Bank PGK Geesthach;DEUTDEDB205
20070024;Deutsche Bank Privat und Geschäftskunden;Itzehoe;Deutsche Bank PGK Itzehoe;DEUTDEDB200
20070024;Deutsche Bank Privat und Geschäftskunden;Lauenburg, Elbe;Deutsche Bank PGK Lauenburg;DEUTDEDB203
20070024;Deutsche Bank Privat und Geschäftskunden;Norderstedt;Deutsche Bank PGK Norderste;DEUTDEDB202
20070024;Deutsche Bank Privat und Geschäftskunden;Pinneberg;Deutsche Bank PGK Pinneberg;DEUTDEDB206
20070024;Deutsche Bank Privat und Geschäftskunden;Reinbek;Deutsche Bank PGK Reinbek;DEUTDEDB213
20070024;Deutsche Bank Privat und Geschäftskunden;Stade, Niederelbe;Deutsche Bank PGK Stade;DEUTDEDB209
20070024;Deutsche Bank Privat und Geschäftskunden;Wedel;Deutsche Bank PGK Wedel;DEUTDEDB204
20080000;Commerzbank vormals Dresdner Bank;Hamburg;Commerzbank Hamburg;DRESDEFF200
20080055;Commerzbank vormals Dresdner Bank Zw 55;Hamburg;Commerzbank Zw 55 Hamburg;DRESDEFF207
20080057;Commerzbank vormals Dresdner Bank Gf ZW 57;Hamburg;Commerzbk ZW 57 Hamburg;DRESDEFF208
20080085;Commerzbank vormals Dresdner Bank Gf PCC DCC-ITGK 2;Hamburg;Commerzbank ITKG2 Hamburg;DRESDEFFI56
20080086;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 3;Hamburg;Commerzbank ITGK 3;DRESDEFFI63
20080087;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 4;Hamburg;Commerzbank ITGK4 Hamburg;DRESDEFFI64
20080088;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 5;Hamburg;Commerzbank ITGK5 Hamburg;DRESDEFFI74
20080089;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 6;Hamburg;Commerzbank ITGK6 Hamburg;DRESDEFFI75
20080091;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 7;Hamburg;Commerzbank ITGK 7;DRESDEFFJ33
20080092;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 8;Hamburg;Commerzbank ITGK 8;DRESDEFFJ34
20080093;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 9;Hamburg;Commerzbank ITGK 9;DRESDEFFJ35
20080094;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 10;Hamburg;Commerzbank ITGK 10;DRESDEFFJ36
20080095;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 11;Hamburg;Commerzbank ITGK 11;DRESDEFFJ37
20089200;Commerzbank vormals Dresdner Bank ITGK;Hamburg;Commerzbank ITGK Hamburg;DRESDEFFI06
20090400;Deutsche Genossenschafts-Hypothekenbank;Hamburg;DG HYP Hamburg;DGHYDEH1XXX
20090500;netbank;Hamburg;netbank;GENODEF1S15
20090602;apoBank;Hamburg;apoBank Hamburg;DAAEDED1002
20090700;Edekabank;Hamburg;Edekabank Hamburg;EDEKDEHHXXX
20090745;EBANK Gf Cash;Hamburg;EBANK Gf Cash Hamburg;EDEKDEHHXXX
20090900;PSD Bank Nord;Hamburg;PSD Bank Nord Hamburg;GENODEF1P08
20110022;Postbank (Spar);Hamburg;Postbank -Spar- Hamburg;PBNKDEFFXXX
20110700;Bank of Tokyo-Mitsubishi UFJ, The -;Hamburg;BTMU Hamburg;BOTKDEH1XXX
20110800;Bank of China Fil Hamburg;Hamburg;Bank of China Hamburg;BKCHDEFFHMB
20120000;Joh. Berenberg, Gossler & Co;Hamburg;Berenberg, Hamburg;BEGODEHHXXX
20120100;M.M.Warburg & CO;Hamburg;M.M. Warburg Bank;WBWCDEHHXXX
20120200;BHF-BANK;Hamburg;BHF-BANK Hamburg;BHFBDEFF200
20120400;Deutscher Ring Bausparkasse;Hamburg;Deutscher Ring Bspk Hamburg;DRBKDEH1XXX
20120600;Goyer & Göppel;Hamburg;Goyer & Göppel Hamburg;GOGODEH1XXX
20120700;Hanseatic Bank;Hamburg;Hanseatic Bank Hamburg;HSTBDEHHXXX
20130400;GRENKE BANK;Baden-Baden;GRENKE BANK;GREBDEH1XXX
20130600;Barclaycard Barclays Bank;Hamburg;Barclaycard;BARCDEHAXXX
20133300;Santander Consumer Bank;Hamburg;Santander Bank Hamburg;SCFBDE33XXX
20190003;Hamburger Volksbank;Hamburg;Hamburger Volksbank;GENODEF1HH2
20190109;Volksbank Stormarn;Bad Oldesloe;VB Stormarn;GENODEF1HH4
20190206;Volksbank Hamburg Ost-West -alt-;Hamburg;VB Hamburg Ost-West -alt-;GENODEF1HH1
20190301;Vierländer Volksbank;Hamburg;Vierländer VB Hamburg;GENODEF1HH3
20190800;MKB Mittelstandskreditbank;Hamburg;MKB Hamburg;GENODEF1MKB
20220100;DNB Bank ASA - Filiale Deutschland;Hamburg;DNB Bank;DNBADEHXXXX
20220400;Warburg, M.M. - Hypothekenbank;Hamburg;M.M. Warburg Hyp Hamburg;MMWHDEH1XXX
20230300;Schröder, Otto M. - Bank;Hamburg;Schröderbank Hamburg;OSCBDEH1XXX
20230600;Isbank Fil Hamburg;Hamburg;Isbank Hamburg;ISBKDEFXHAM
20230800;Max Heinr. Sutor;Hamburg;Sutor Bank Hamburg;MHSBDEHBXXX
20320500;Danske Bank;Hamburg;Danske Bank Hamburg;DABADEHHXXX
20690500;Sparda-Bank Hamburg;Hamburg;Sparda-Bank Hamburg;GENODEF1S11
20730001;UniCredit Bank - HVB Settlement EAC01;Hamburg;UniCredit Bk Settlemt EAC01;HYVEDEMME01
20730002;UniCredit Bank - HVB Settlement EAC02;Hamburg;UniCredit Bk Settlemt EAC02;HYVEDEMME02
20730003;UniCredit Bank - HVB Settlement EAC03;Hamburg;UniCredit Bk Settlemt EAC03;HYVEDEMME03
20730004;UniCredit Bank - HVB Settlement EAC04;Hamburg;UniCredit Bk Settlemt EAC04;HYVEDEMME04
20730005;UniCredit Bank - HVB Settlement EAC05;Hamburg;UniCredit Bk Settlemt EAC05;HYVEDEMME05
20730006;UniCredit Bank - HVB Settlement EAC06;Hamburg;UniCredit Bk Settlemt EAC06;HYVEDEMME06
20730007;UniCredit Bank - HVB Settlement EAC07;Hamburg;UniCredit Bk Settlemt EAC07;HYVEDEMME07
20730008;UniCredit Bank - HVB Settlement EAC08;Hamburg;UniCredit Bk Settlemt EAC08;HYVEDEMME08
20730009;UniCredit Bank - HVB Settlement EAC09;Hamburg;UniCredit Bk Settlemt EAC09;HYVEDEMME09
20730010;UniCredit Bank - HVB Settlement EAC10;Hamburg;UniCredit Bk Settlemt EAC10;HYVEDEMME10
20730011;UniCredit Bank - HVB Settlement EAC11;Hamburg;UniCredit Bk Settlemt EAC11;HYVEDEMME11
20730012;UniCredit Bank - HVB Settlement EAC12;Hamburg;UniCredit Bk Settlemt EAC12;HYVEDEMME12
20730013;UniCredit Bank - HVB Settlement EAC13;Hamburg;UniCredit Bk Settlemt EAC13;HYVEDEMME13
20730014;UniCredit Bank - HVB Settlement EAC14;Hamburg;UniCredit Bk Settlemt EAC14;HYVEDEMME14
20730015;UniCredit Bank - HVB Settlement EAC15;Hamburg;UniCredit Bk Settlemt EAC15;HYVEDEMME15
20730016;UniCredit Bank - HVB Settlement EAC16;Hamburg;UniCredit Bk Settlemt EAC16;HYVEDEMME16
20730017;UniCredit Bank - HVB Settlement EAC17;Hamburg;UniCredit Bk Settlemt EAC17;HYVEDEMME17
20730018;UniCredit Bank - HVB Settlement EAC18;Hamburg;UniCredit Bk Settlemt EAC18;HYVEDEMME18
20730019;UniCredit Bank - HVB Settlement EAC19;Hamburg;UniCredit Bk Settlemt EAC19;HYVEDEMME19
20730020;UniCredit Bank - HVB Settlement EAC20;Hamburg;UniCredit Bk Settlemt EAC20;HYVEDEMME20
20730021;UniCredit Bank - HVB Settlement EAC21;Hamburg;UniCredit Bk Settlemt EAC21;HYVEDEMME21
20730022;UniCredit Bank - HVB Settlement EAC22;Hamburg;UniCredit Bk Settlemt EAC22;HYVEDEMME22
